0.000000000000000000e+00,-3.963234981339175178e+00,1.392446439886052012e+01,4.979349082611479460e+00
9.979999999999999288e-03,-4.033054059819575876e+00,6.736193886961495458e+00,1.075925657341097796e+01
1.995999999999999858e-02,-4.063999155456699874e+00,3.263415220653040016e+00,9.566528977338222717e+00
2.993999999999999787e-02,-4.081663106128447183e+00,2.247894957117396064e+00,8.537452312683294409e+00
3.991999999999999715e-02,-4.095492913410612168e+00,1.978919403992159154e+00,7.951415720538574483e+00
4.989999999999999991e-02,-4.108602982883556187e+00,1.992006687715114133e+00,7.621714073080219087e+00
5.987999999999999573e-02,-4.122284555864394129e+00,2.136024672440210104e+00,7.432617216348383238e+00
6.985999999999999155e-02,-4.137181093451515856e+00,2.350776586893658759e+00,7.321890466394655128e+00
7.983999999999999431e-02,-4.153659906838192306e+00,2.608492905667289641e+00,7.255537662932171727e+00
8.981999999999999706e-02,-4.171955210724116014e+00,2.895175835679279608e+00,7.214474934845297227e+00
9.979999999999999982e-02,-4.192232971635942107e+00,3.203587662267564529e+00,7.187772739388918808e+00
1.097799999999999887e-01,-4.214624570717529828e+00,3.530239773683722326e+00,7.169110186712727817e+00
1.197599999999999915e-01,-4.239246450061761706e+00,3.873968161470253690e+00,7.154850853645386088e+00
1.297399999999999942e-01,-4.266212970164331431e+00,4.235232610888074234e+00,7.142982180775278245e+00
1.397199999999999831e-01,-4.295646001177273021e+00,4.615801352464988128e+00,7.132542323665250983e+00
1.496999999999999997e-01,-4.327683290501759927e+00,5.018685653634038957e+00,7.123344808333040845e+00
1.596799999999999886e-01,-4.362487097551101201e+00,5.448284641568567288e+00,7.115914459158474870e+00
1.696599999999999775e-01,-4.400254545882058999e+00,5.910766565460784605e+00,7.111621529887148796e+00
1.796399999999999941e-01,-4.441231553589353176e+00,6.414788316349925523e+00,7.113083540474050892e+00
1.896199999999999830e-01,-4.485733258259874567e+00,6.972781873045254208e+00,7.125054584852851036e+00
1.995999999999999996e-01,-4.534176117225811709e+00,7.603290825947819798e+00,7.156391709477244234e+00
2.095799999999999885e-01,-4.587131651707617053e+00,8.335379105751668405e+00,7.224783991822405937e+00
2.195599999999999774e-01,-4.645421667867005944e+00,9.217114172785464632e+00,7.369771627145501824e+00
2.295399999999999940e-01,-4.710288394143083757e+00,1.032900726909556255e+01,7.695729718552989596e+00
2.395199999999999829e-01,-4.783578133129142707e+00,1.174895906742280616e+01,8.539279318502220661e+00
2.494999999999999440e-01,-4.866008280588121515e+00,1.277545562981645944e+01,1.067713986706233520e+01
2.594799999999999884e-01,-4.948766592217970661e+00,1.190079583938589103e+01,1.266851353921101264e+01
2.694599999999999773e-01,-5.024111598235396769e+00,1.079999394417869496e+01,1.340270287986927045e+01
2.794399999999999662e-01,-5.093190232073280477e+00,1.001116940682437750e+01,1.365784164106355902e+01
2.894199999999999551e-01,-5.157827200167556470e+00,9.449339097521111341e+00,1.373308273318556871e+01
2.993999999999999995e-01,-5.219270103711898479e+00,9.042264222314031485e+00,1.372587056362136337e+01
3.093799999999999883e-01,-5.278407297053102631e+00,8.752127840663675329e+00,1.368177473961308266e+01
3.193599999999999772e-01,-5.335954551790322853e+00,8.562346889091564606e+00,1.364609204870959402e+01
3.293399999999999661e-01,-5.392478514282744051e+00,8.423079511352810300e+00,1.371807838299476501e+01
3.393199999999999550e-01,-5.447547117076551260e+00,8.084547151325786274e+00,1.386414406777989328e+01
3.492999999999999994e-01,-5.499838581639381552e+00,7.638225296140677578e+00,1.380766952400935921e+01
3.592799999999999883e-01,-5.549274814022112423e+00,7.227840985371987159e+00,1.362934641848453055e+01
3.692599999999999771e-01,-5.596055978729088665e+00,6.834937850070376797e+00,1.338623202355185349e+01
3.792399999999999660e-01,-5.640193442104253663e+00,6.427640507601523723e+00,1.308754150794750792e+01
3.892199999999999549e-01,-5.681473836266050625e+00,5.969103751145770964e+00,1.271754699515389220e+01
3.991999999999999993e-01,-5.719400280863030872e+00,5.410337563552531037e+00,1.221551992881887472e+01
4.091799999999999882e-01,-5.753189174333476430e+00,4.740780438003843855e+00,1.137100118454581654e+01
4.191599999999999770e-01,-5.783411704000938514e+00,4.511254956685661455e+00,9.945891013368168387e+00
4.291399999999999659e-01,-5.814891930072047188e+00,4.978609406825359684e+00,8.884465334322133145e+00
4.391199999999999548e-01,-5.849458311524389664e+00,5.386033764028008264e+00,8.239731953675034859e+00
4.490999999999999437e-01,-5.886256665778276442e+00,5.657001020809570235e+00,7.716916915110592967e+00
4.590799999999999881e-01,-5.924545700628342182e+00,5.843041383363436481e+00,7.212352082668489928e+00
4.690599999999999770e-01,-5.963949476157348606e+00,6.003940732254692492e+00,6.670669246529440599e+00
4.790399999999999658e-01,-6.004605577551827444e+00,6.245032980483369300e+00,6.037167533097271388e+00
4.890199999999999547e-01,-6.047798777316137908e+00,6.838991963185193868e+00,5.288379190373087013e+00
4.989999999999999436e-01,-6.094253069418213542e+00,-8.373291479839654272e+00,5.157907303672708110e+00
5.089799999999999880e-01,-6.047088567425219274e+00,-7.100627198015365238e+00,6.148648139802563861e+00
